year,serial,hwtsupp,region,statefip,county,ownershp,phone,month,pernum,wtsupp,famsize,nchild,nchlt5,eldch,age,sex,race,marst,educ,empstat,labforce,occ,ind,wkswork1,hrswork,incwage,poverty,vetstat,health,migsta1,whymove,migrate1
2012,28086,1409.5601,East North Central Division,Michigan,0,Owned or being bought,"Yes, phone in household",March,2,1409.5601,4 family members present,2,No children under age 5,18,47,Female,White,"Married, spouse present",Bachelor's degree,At work,"Yes, in the labor force",430,9570,52 weeks,40 hours,50000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,56896,1433.01,South Atlantic Division,Florida,12086,Owned or being bought,"Yes, phone in household",March,2,1433.01,4 family members present,2,No children under age 5,13,36,Female,White,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",630,8090,52 weeks,40 hours,38000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,86356,1613.11,Pacific Division,California,6019,With cash rent,"No, no phone available",March,2,1646.76,2 family members present,0 children present,No children under age 5,NIU,10,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,58887,1758.25,South Atlantic Division,Florida,12057,Owned or being bought,"Yes, phone in household",March,2,1758.25,2 family members present,0 children present,No children under age 5,NIU,55,Male,White,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",1107,7380,52 weeks,40 hours,120000,150 percent and above the low-income level,Yes,Very good,Same house,NIU,Same house
2012,29299,1212.29,East North Central Division,Wisconsin,55063,Owned or being bought,"Yes, phone in household",March,4,1338.87,4 family members present,0 children present,No children under age 5,NIU,11,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Good,Same house,NIU,Same house
2012,32461,602.71997,West North Central Division,Iowa,0,No cash rent,"Yes, phone in household",March,2,602.71997,3 family members present,1 child present,1 child under age 5,4,38,Male,White,"Married, spouse present",Some college but no degree,At work,"Yes, in the labor force",6050,170,52 weeks,85 hours,40000,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,65808,3572.95,West South Central Division,Louisiana,22051,Owned or being bought,"Yes, phone in household",March,1,3572.95,2 family members present,0 children present,No children under age 5,NIU,80,Male,White,"Married, spouse present",Master's degree,At work,"Yes, in the labor force",4460,9080,12 weeks,5 hours,8000,150 percent and above the low-income level,Yes,Very good,Same house,NIU,Same house
2012,95687,367.5,Pacific Division,Hawaii,15003,With cash rent,"Yes, phone in household",March,4,498.63,9 family members present,0 children present,No children under age 5,NIU,27,Male,White-Hawaiian/Pacific Islander,Never married/single,High school diploma or equivalent,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,10799,2838.6001,Middle Atlantic Division,New York,36013,Owned or being bought,"Yes, phone in household",March,1,2838.6001,2 family members present,0 children present,No children under age 5,NIU,68,Male,White,"Married, spouse present","Associate's degree, occupational/vocational program",Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,Yes,Fair,Same house,NIU,Same house
2012,96604,368.29999,Pacific Division,Hawaii,15003,Owned or being bought,"Yes, phone in household",March,5,255.89999,7 family members present,2,2,4,26,Female,Asian only,"Married, spouse present","Associate's degree, occupational/vocational program",At work,"Yes, in the labor force",940,7280,NIU,40 hours,0,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,58684,1795.71,South Atlantic Division,Florida,12053,Owned or being bought,"Yes, phone in household",March,2,1795.71,4 family members present,2,No children under age 5,16,51,Female,White,"Married, spouse present","Associate's degree, academic program",At work,"Yes, in the labor force",3646,7590,52 weeks,20 hours,33952,150 percent and above the low-income level,No service,Very good,Same house,NIU,Same house
2012,54048,1954.1801,South Atlantic Division,Georgia,0,With cash rent,"Yes, phone in household",March,4,2199.22,4 family members present,0 children present,No children under age 5,NIU,1,Male,Black/Negro,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,125-149 percent of the low-income level,NIU,Excellent,Connecticut,Change in marital status,Moved between states
2012,4901,188.5,New England Division,Vermont,0,Owned or being bought,"Yes, phone in household",March,3,165.69,5 family members present,0 children present,No children under age 5,NIU,14,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Good,Same house,NIU,Same house
2012,3424,437.95999,New England Division,New Hampshire,0,Owned or being bought,"Yes, phone in household",March,1,437.95999,1 family member present,0 children present,No children under age 5,NIU,51,Female,White,Divorced,Bachelor's degree,At work,"Yes, in the labor force",2000,8090,52 weeks,45 hours,29000,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,25412,1276.46,East North Central Division,Illinois,0,With cash rent,"Yes, phone in household",March,1,1276.46,5 family members present,2,1 child under age 5,6,26,Female,White,"Married, spouse present",Grades 7 or 8,"Unemployed, new worker","Yes, in the labor force",0,0,NIU,NIU,0,125-149 percent of the low-income level,No service,Fair,Same house,NIU,Same house
2012,67792,3651.78,West South Central Division,Texas,0,No cash rent,"Yes, phone in household",March,2,3651.78,2 family members present,0 children present,No children under age 5,NIU,57,Female,White,"Married, spouse present",High school diploma or equivalent,At work,"Yes, in the labor force",6050,180,NIU,20 hours,0,150 percent and above the low-income level,No service,Fair,Same house,NIU,Same house
2012,24040,3232.8401,East North Central Division,Illinois,0,With cash rent,"Yes, phone in household",March,1,3232.8401,1 family member present,0 children present,No children under age 5,NIU,23,Male,White,Never married/single,Master's degree,At work,"Yes, in the labor force",1220,7390,40 weeks,80 hours,63000,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,10395,1479.25,New England Division,Connecticut,0,With cash rent,"Yes, phone in household",March,1,1479.25,1 family member present,0 children present,No children under age 5,NIU,23,Male,White,Never married/single,Master's degree,At work,"Yes, in the labor force",2630,3680,52 weeks,46 hours,70300,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,4987,263.35999,New England Division,Vermont,0,With cash rent,"Yes, phone in household",March,1,263.35999,1 family member present,0 children present,No children under age 5,NIU,51,Female,White,Divorced,Bachelor's degree,At work,"Yes, in the labor force",50,7070,52 weeks,40 hours,52580,150 percent and above the low-income level,No service,Excellent,Same house,NIU,Same house
2012,31532,1052.49,West North Central Division,Minnesota,0,Owned or being bought,"Yes, phone in household",March,3,745.57001,4 family members present,0 children present,No children under age 5,NIU,8,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,60418,986.51001,East South Central Division,Kentucky,21067,Owned or being bought,"Yes, phone in household",March,3,911.48999,4 family members present,0 children present,No children under age 5,NIU,5,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,Same house,NIU,Same house
2012,37133,357.35999,West North Central Division,South Dakota,0,Owned or being bought,"Yes, phone in household",March,2,357.35999,2 family members present,0 children present,No children under age 5,NIU,70,Female,White,"Married, spouse present","12th grade, no diploma",Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,No service,Good,Same house,NIU,Same house
2012,94050,383.91,Pacific Division,Alaska,0,Owned or being bought,"Yes, phone in household",March,2,383.91,4 family members present,2,2,3,23,Female,White,"Married, spouse present",High school diploma or equivalent,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,Below poverty,No service,Excellent,Same house,NIU,Same house
2012,94316,223.82001,Pacific Division,Alaska,0,With cash rent,"Yes, phone in household",March,2,223.82001,4 family members present,2,No children under age 5,19,36,Female,White,"Married, spouse present","Associate's degree, academic program",At work,"Yes, in the labor force",120,6990,52 weeks,40 hours,40000,150 percent and above the low-income level,No service,Excellent,Alaska,Wanted new or better housing,Moved within county
2012,18139,2225.26,Middle Atlantic Division,Pennsylvania,42045,Owned or being bought,"Yes, phone in household",March,5,2346.46,8 family members present,0 children present,No children under age 5,NIU,9,Male,Black/Negro,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Very good,Same house,NIU,Same house
2012,71075,3605.8501,West South Central Division,Texas,0,Owned or being bought,"Yes, phone in household",March,1,3605.8501,1 family member present,0 children present,No children under age 5,NIU,70,Male,White,"Married, spouse absent",High school diploma or equivalent,Not in labor force,"No, not in the labor force",0,0,NIU,NIU,0,150 percent and above the low-income level,Yes,Fair,Same house,NIU,Same house
2012,41586,200.73,South Atlantic Division,Delaware,10001,With cash rent,"No, no phone available",March,3,143.16,4 family members present,0 children present,No children under age 5,NIU,12,Female,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,100-124 percent of the low-income level,NIU,Very good,Same house,NIU,Same house
2012,83173,1677.49,Pacific Division,Washington,0,Owned or being bought,"Yes, phone in household",March,6,1877.05,6 family members present,0 children present,No children under age 5,NIU,Under 1 year,Male,White,Never married/single,NIU,NIU,NIU,0,0,NIU,NIU,9999999,150 percent and above the low-income level,NIU,Excellent,NIU,NIU,NIU
2012,82394,672.21997,Mountain Division,Nevada,32003,Owned or being bought,"Yes, phone in household",March,3,601.44,3 family members present,0 children present,No children under age 5,NIU,42,Female,White,Never married/single,High school diploma or equivalent,At work,"Yes, in the labor force",4720,5170,52 weeks,40 hours,20000,150 percent and above the low-income level,No service,Good,Nevada,Wanted better neighborhood,Moved within county
